StringID,KO_KR
Item_Desc_2265,Um cupom que permite selecionar e restaurar acessórios de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos entre {0}.
Item_Desc_2266,Um cupom que permite selecionar e restaurar artefatos de grau Raro ou superior que foram destruídos devido a aprimoramentos falhos entre {0}.
Item_Desc_2267,Um cupom que permite selecionar e restaurar expansões de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
Item_Desc_2268,Um cupom que permite re-fusões para fusões de Biosuit fracassadas de grau Épico ou superior entre {0}.
Item_Desc_2269,Um cupom que permite re-fusões para fusões de Rover falhadas de grau Épico ou superior entre {0}.
Item_Desc_2270,Um cupom que permite selecionar e restaurar armas de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
Item_Desc_2271,Um cupom que permite selecionar e restaurar peças de armadura de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
Item_Desc_2272,Um cupom que permite selecionar e restaurar acessórios de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos entre {0}.
Item_Desc_2273,Um cupom que permite selecionar e restaurar artefatos de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos entre {0}.
Item_Desc_2274,Um cupom que permite selecionar e restaurar expansões de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
Item_Desc_9024,Um item usado no Evento de Troca de Token RF.
Item_Desc_15930,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15931,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15932,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15933,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15934,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15935,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15936,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15937,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15938,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15939,"Registro parcial de Edric Beloa, um conselheiro acadêmico da Equipe de Pesquisa Estratigráfica de Cora"
Item_Desc_15940,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15941,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15942,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15943,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15944,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15945,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15946,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15947,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15948,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15949,"Registro parcial de Starlock, um mercenário na Equipe de Pesquisa Estratigráfica Bellato"
Item_Desc_15950,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15951,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15952,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15953,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15954,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15955,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15956,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15957,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15958,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15959,"Registro parcial sobre Noah, um assistente na Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15960,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15961,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15962,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica de Accretia"
Item_Desc_15963,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15964,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15965,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15966,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15967,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15968,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15969,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
Item_Desc_15970,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15971,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15972,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15973,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15974,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15975,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15976,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15977,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15978,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15979,"Registro parcial sobre Ragdion, um Animus antigo selado"
Item_Desc_15980,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15981,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15982,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15983,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15984,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15985,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15986,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15987,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15988,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_15989,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
Item_Desc_16000,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16001,"Registro parcial deixado por Sula, uma Erudita Cultural Cora, após visitar Rootvein, a metrópole da Região de Lavaron"
Item_Desc_16002,"Registro parcial deixado por Sula, uma Erudita Cultural Cora, após visitar Rootvein, a metrópole da Região de Lavaron."
Item_Desc_16003,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16004,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16005,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron"
Item_Desc_16006,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16007,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16008,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
Item_Desc_16009,"Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron"
Item_Desc_16010,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16011,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16012,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16013,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16014,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16015,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16016,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16017,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16018,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_16019,Um trecho do Dossiê da Raça Extraterrestre - Edição Crawler escrito pela pesquisadora de raças extraterrestres Lorraine Kapler
Item_Desc_21117,Um item usado no evento Gire a Roleta!
Item_Desc_149143,[Evento] Um item usado na Coleção de Tokens do Gás Sagrado Tycoon.
Item_Desc_149144,[Evento] Um item usado na Coleção de Tokens do Gás Sagrado Tycoon.
Item_Desc_149145,[Evento] Um item usado na Coleção do Novo Mercenário de Novus.
Item_Desc_149146,[Evento] Um item usado na Coleção Mestre de Criação de Acessórios.
Item_Desc_149147,[Evento] Um item usado na Coleção Mestre de Criação de Acessórios.
Item_Desc_150944,"Um token de explorador emitido pela Coalizão dos Aventureiros, dado a exploradores novatos na região de Lavaron."
Item_Desc_150945,"Um token de explorador emitido pela Coalizão dos Aventureiros, dado a exploradores experientes na região de Lavaron."
Item_Desc_150946,"Um token de explorador emitido pela Coalizão dos Aventureiros, dado a exploradores experientes na região de Lavaron."
Item_Desc_150947,"Um token de explorador emitido pela Coalizão dos Aventureiros, dado aos exploradores que exploraram toda a região de Lavaron."
Item_Desc_154896,"Uma placa de identificação pertencente a uma equipe de levantamento estratigráfico que opera extensivamente nesta região. A julgar pela forma como foi deixada em uma área tão remota, presume-se que tenha sido perdida por seu dono. Os inúmeros arranhões profundos gravados em sua superfície levantam uma questão inquietante: o que poderia tê-los causado?"
Item_Desc_154897,"Um baú de suprimentos que uma vez continha itens básicos de sobrevivência. Agora está gravemente danificado, e nenhum de seus conteúdos permanece. As marcas ásperas e seções rasgadas da carcaça sugerem que uma luta desesperada pode ter ocorrido por este baú."
Item_Desc_154898,Uma máscara usada pelas gangues que operam na área ao realizar ataques. As listras grosseiras pintadas na superfície parecem servir como a marca de uma gangue específica.
Item_Desc_154899,"Um ornamento de cristal vermelho que perdeu sua forma original e se transformou em algo grotesco. Mesmo agora, uma névoa carmesim ominosa continua a emanar do cristal em seu centro."
Item_Desc_154904,"Uma prótese mecânica pertencente a um vagabundo, alguém que sobreviveu através de uma luta incessante em um ambiente hostil. Parece ter sido deixada sem manutenção por muitos anos, pois sua superfície está bastante desgastada e enferrujada."
Item_Desc_154905,Dados detalhados sobre lava extraídos da região vulcânica próxima. O visor do dispositivo mostra claramente uma variedade de gráficos e leituras analíticas precisamente medidas. Que informações eles estavam procurando ao enfrentar o calor intenso neste lugar?
Item_Desc_154906,Um objeto que parece ser o selo de uma equipe de pesquisa enviada de Accretia. O dano é tão severo que é difícil distinguir sua forma original. Será que uma batalha feroz já aconteceu aqui?
Item_Desc_154907,Um pequeno robô especialmente projetado para analisar a composição geológica de regiões vulcânicas. Uma amostra de magma coletada pode ser vista abaixo do dispositivo. O fato de ter suportado um calor tão extremo sem ser destruído fala de sua durabilidade extraordinária.
Item_Desc_154912,"Uma pena de um pássaro comumente encontrado ao longo da costa desta região. À primeira vista, parece bastante comum, mas pode ser um recurso valioso para estudar o ecossistema local."
Item_Desc_154913,Uma ferramenta ritualística usada uma vez nos rituais religiosos de Cora. Tanto tempo se passou desde que foi usada pela última vez que toda a sua superfície ficou manchada com a idade.
Item_Desc_154914,"Um dispositivo que emite um laser poderoso para analisar formações geológicas e amostras de rochas. Sua saída impressionante sugere engenharia avançada, e seu design distintivo indica que provavelmente foi fabricado por uma corporação Accretian."
Item_Desc_154915,"Uma amostra de rocha que parece excepcionalmente dura e durável. Pequenas rochas se ramificam do corpo principal como se fossem capazes de crescer e se dividir. Parece ser uma substância altamente incomum, diferente de qualquer coisa encontrada no mundo natural."
Item_Desc_154920,Uma planta peculiar cujos caules se estendem a partir de suas raízes e se entrelaçam e se separam repetidamente como uma teia de aranha. Seu comportamento de crescimento único é raramente observado no mundo natural e parece justificar mais pesquisas ecológicas.
Item_Desc_154921,Tecido que se acredita ser parte dos órgãos internos de uma criatura nativa da região de Lavaron. A extensa descoloração e as deformidades grotescas visíveis por todo o tecido deixam claro que este espécime está longe de ser normal.
Item_Desc_154922,"Um pedaço do uniforme de combate de um mercenário, marcado com o emblema de uma companhia de mercenários. Sua condição esfarrapada e fortemente danificada sugere que uma grande batalha ocorreu aqui. Será que este mercenário sobreviveu?"
Item_Desc_154923,"Um dispositivo Cora avançado projetado para detectar e analisar partículas ao redor. Ele está em ruínas, sua superfície marcada com o que parecem ser buracos de bala."
Item_Desc_154928,"Uma rocha incomum, diferente de qualquer material formado a partir de magma solidificado comum. Embora ainda retenha as propriedades do magma derretido, sua aparência é tudo menos comum."
Item_Desc_154929,"Um gráfico documentando uma análise detalhada da atividade vulcânica na região. Particularmente notáveis são as linhas do gráfico erráticas, que flutuam em um padrão complexo e irregular."
Item_Desc_154930,"Um mineral descoberto na região de Lavaron, com uma forma que se torna progressivamente mais afiada em direção à ponta. Acredita-se que tenha se formado como resultado da intensa atividade vulcânica que uma vez varreu esta área."
Item_Desc_154931,"O selo de um comandante de alta patente representando a Facção Bellato. Recuperado de uma nave caída, está enegrecido com fuligem, talvez um remanescente da feroz batalha que ocorreu aqui."
Item_Desc_154294,Um selo de Nível 1 concedido aos mercenários por completar missões em Lavaron.
Item_Desc_154295,Um selo de Nível 2 concedido aos mercenários por completar missões em Lavaron.
Item_Desc_154296,Um selo de Nível 3 concedido a mercenários por completar missões em Lavaron.
Item_Desc_154297,Um selo de Nível 4 concedido aos mercenários por completar missões em Lavaron.
Item_Desc_154298,Um selo de Nível 5 concedido aos mercenários por completar missões em Lavaron.
Item_Desc_154299,"Uma ficha emitida para os Expedicionários Vulcânicos de Lavaron.
A primeira de quatro fichas. Um número indicando sua posição na sequência está gravado na frente."
Item_Desc_154300,"Uma ficha emitida para os Expedicionários Vulcânicos de Lavaron.
A segunda de quatro fichas. Um número indicando sua posição na sequência está gravado na frente."
